Gene_ID,Cancer_Type,Gene_Mutation_Count,Gene_Severe_Mutation_Count,Gene_Individuals_with_Mutations_Count,Gene_Individuals_with_Severe_Mutations_Count
MYH13,Skin_Cutaneous_Melanoma,162,4,87,4
SDPR,Skin_Cutaneous_Melanoma,68,2,53,2
CSF2RA,Skin_Cutaneous_Melanoma,56,2,47,2
TENM3,Skin_Cutaneous_Melanoma,209,15,119,15
HNRNPCL1,Skin_Cutaneous_Melanoma,78,2,54,2
GLI2,Skin_Cutaneous_Melanoma,109,1,76,1
GPR179,Skin_Cutaneous_Melanoma,81,7,63,7
OR4N5,Skin_Cutaneous_Melanoma,51,1,47,1
ACSM5,Skin_Cutaneous_Melanoma,51,4,44,4
KLHL13,Skin_Cutaneous_Melanoma,79,4,59,4
KIF2B,Skin_Cutaneous_Melanoma,98,1,64,1
CCDC158,Skin_Cutaneous_Melanoma,69,4,57,4
KCNH7,Skin_Cutaneous_Melanoma,119,9,84,8
PROKR2,Skin_Cutaneous_Melanoma,70,3,57,3
SLC9C1,Skin_Cutaneous_Melanoma,75,7,55,6
ANO2,Skin_Cutaneous_Melanoma,110,8,73,8
PGK2,Skin_Cutaneous_Melanoma,99,3,71,3
