Gene_ID,Cancer_Type,Gene_Mutation_Count,Gene_Severe_Mutation_Count,Gene_Individuals_with_Mutations_Count,Gene_Individuals_with_Severe_Mutations_Count
EDA,Uterine_Corpus_Endometrial_Carcinoma,80,4,50,4
NHS,Uterine_Corpus_Endometrial_Carcinoma,205,19,79,17
EP300,Uterine_Corpus_Endometrial_Carcinoma,150,37,77,31
SPOP,Uterine_Corpus_Endometrial_Carcinoma,70,3,60,3
RAI14,Uterine_Corpus_Endometrial_Carcinoma,66,6,44,6
SCN5A,Uterine_Corpus_Endometrial_Carcinoma,170,14,69,13
PRR14L,Uterine_Corpus_Endometrial_Carcinoma,103,12,58,12
XIRP1,Uterine_Corpus_Endometrial_Carcinoma,91,5,52,4
MYH13,Uterine_Corpus_Endometrial_Carcinoma,139,16,62,13
CSF2RA,Uterine_Corpus_Endometrial_Carcinoma,70,4,50,4
TENM3,Uterine_Corpus_Endometrial_Carcinoma,247,18,90,17
EGR2,Uterine_Corpus_Endometrial_Carcinoma,76,9,46,9
ZNF365,Uterine_Corpus_Endometrial_Carcinoma,71,8,44,7
SP140L,Uterine_Corpus_Endometrial_Carcinoma,59,9,45,9
ARHGEF10,Uterine_Corpus_Endometrial_Carcinoma,93,3,51,3
TSPYL2,Uterine_Corpus_Endometrial_Carcinoma,75,8,46,8
WDR78,Uterine_Corpus_Endometrial_Carcinoma,77,17,48,17
GLI2,Uterine_Corpus_Endometrial_Carcinoma,79,11,49,11
GPR179,Uterine_Corpus_Endometrial_Carcinoma,146,24,66,18
ESCO1,Uterine_Corpus_Endometrial_Carcinoma,79,13,45,12
HIPK1,Uterine_Corpus_Endometrial_Carcinoma,121,5,57,5
KLHL13,Uterine_Corpus_Endometrial_Carcinoma,93,9,54,8
ALOX12B,Uterine_Corpus_Endometrial_Carcinoma,62,4,46,4
NUP98,Uterine_Corpus_Endometrial_Carcinoma,82,11,53,11
WIPF1,Uterine_Corpus_Endometrial_Carcinoma,94,0,60,0
NFIB,Uterine_Corpus_Endometrial_Carcinoma,145,5,60,5
ASXL1,Uterine_Corpus_Endometrial_Carcinoma,90,10,49,10
RBM10,Uterine_Corpus_Endometrial_Carcinoma,83,5,46,5
QSER1,Uterine_Corpus_Endometrial_Carcinoma,104,16,54,16
PLEKHG4B,Uterine_Corpus_Endometrial_Carcinoma,73,11,44,11
KCNH7,Uterine_Corpus_Endometrial_Carcinoma,97,12,52,12
SLC9C1,Uterine_Corpus_Endometrial_Carcinoma,96,10,49,10
SIK1,Uterine_Corpus_Endometrial_Carcinoma,55,1,45,1
ANO2,Uterine_Corpus_Endometrial_Carcinoma,96,21,48,17
BAIAP3,Uterine_Corpus_Endometrial_Carcinoma,75,6,44,5
