Gene_ID,Cancer_Type,Gene_Mutation_Count,Gene_Severe_Mutation_Count,Gene_Individuals_with_Mutations_Count,Gene_Individuals_with_Severe_Mutations_Count
TTN,Pancreatic_Adenocarcinoma,113,7,36,5
SMAD4,Pancreatic_Adenocarcinoma,38,23,37,23
CDKN2A,Pancreatic_Adenocarcinoma,38,28,35,28
TP53,Pancreatic_Adenocarcinoma,107,41,107,41
KRAS,Pancreatic_Adenocarcinoma,122,0,117,0
