Gene_ID,Cancer_Type,Gene_Mutation_Count,Gene_Severe_Mutation_Count,Gene_Individuals_with_Mutations_Count,Gene_Individuals_with_Severe_Mutations_Count
ATRX,Brain_Lower_Grade_Glioma,226,180,196,165
TTN,Brain_Lower_Grade_Glioma,159,13,87,9
IDH1,Brain_Lower_Grade_Glioma,395,0,395,0
CIC,Brain_Lower_Grade_Glioma,131,66,108,56
TP53,Brain_Lower_Grade_Glioma,320,71,249,65
